name,supertypes,types,subtypes,colorIdentity,manaCost,convertedManaCost,edhrecRank,hasAlternativeDeckLimit,leadershipSkills,multiverseId,scryfallId,commander_legal,categories_trimmed
Agent of Horizons,,Creature,"Human,Rogue","G,U",{2}{G},3,22416,0,,373712,cc08576f-1d48-4db4-9bb9-e039f75c98b8,1,
Agent of Masks,,Creature,"Human,Advisor","B,W",{3}{W}{B},5,9762,0,,96892,7e9b0ab4-5c6b-494d-926d-daa38a3ac640,1,
Agent of the Fates,,Creature,"Human,Assassin",B,{1}{B}{B},3,9406,0,,373543,ecd59977-8788-417d-ba50-e21b8a636bd3,1,removal
Agent of Treachery,,Creature,"Human,Rogue",U,{5}{U}{U},7,776,0,,466797,cc6686e6-4535-49be-b0b3-e76464656cd2,1,cardraw
Aggravate,,Instant,,R,{3}{R}{R},5,18195,0,,275707,999f40a7-b723-42e1-83c1-f45a72a26dd4,1,
Aggressive Instinct,,Sorcery,,G,{1}{G},2,11497,0,,447082,40ab4bcf-e6b9-4368-97d5-56862713a66a,1,removal
Aggressive Mammoth,,Creature,Elephant,G,{3}{G}{G}{G},6,4220,0,,450249,323f3c76-5e79-43e6-ae78-f555810edbc3,1,
Aggressive Mining,,Enchantment,,R,{3}{R},4,6377,0,,383179,e15a3f1a-83af-4541-8d1c-bf7844f969c9,1,cardraw
Aggressive Urge,,Instant,,G,{1}{G},2,10631,0,,130525,bf92ae01-9d1e-4b41-b068-096648daadf6,1,cardraw
Agitator Ant,,Creature,Insect,R,{2}{R},3,2650,0,,484896,29d1122e-ac2d-4d95-829b-7b3b54159a4a,1,
Goldspan Dragon,,Creature,Dragon,R,{3}{R}{R},5,,0,,,2dc90624-2914-4d1f-91a6-3079586f27c7,1,"manadork,pseudo_ramp"
Agonizing Memories,,Sorcery,,B,{2}{B}{B},4,20093,0,,135228,28bac7a8-d3bb-4032-b30b-db7328e4d2fc,1,
Agonizing Remorse,,Sorcery,,B,{1}{B},2,9355,0,,517574,57b7f7bd-6db3-4716-b1c3-015b0a6d37e3,1,
Agonizing Syphon,,Sorcery,,B,{3}{B},4,13976,0,,489205,3532a279-b8e1-4124-bcd7-d7f4c71673eb,1,removal
Agony Warp,,Instant,,"B,U",{U}{B},2,15470,0,,571501,5890a23e-1da0-432b-8dc8-85b92dee9ba1,1,removal
Agoraphobia,,Enchantment,Aura,U,{1}{U},2,18853,0,,380253,b450de6b-4b2f-4004-be7c-484434f28faf,1,
"Agrus Kos, Wojek Veteran",Legendary,Creature,"Human,Soldier","R,W",{3}{R}{W},5,8974,0,1,455760,e525be2e-26e6-4082-b713-ac74fcbd13d3,1,
Ahn-Crop Champion,,Creature,"Human,Warrior","G,W",{2}{G}{W},4,14033,0,,426896,2ddda94a-4b2d-47b0-8d2c-3ad70a0d5584,1,
Ahn-Crop Crasher,,Creature,"Minotaur,Warrior",R,{2}{R},3,9539,0,,426819,dd5db68c-24d5-44ce-9809-e446f26fac5d,1,
Ahn-Crop Invader,,Creature,"Zombie,Minotaur,Warrior",R,{2}{R},3,14483,0,,461040,2dea2466-5c7f-40ce-b749-100ae89d2c90,1,
Aid from the Cowl,,Enchantment,,G,{3}{G}{G},5,5890,0,,423772,565cb7fc-cf90-4020-84fe-05ec7b18709d,1,
Aid the Fallen,,Sorcery,,B,{1}{B},2,7591,0,,,230ded05-b1e1-44bc-a859-081690596194,1,
Aim for the Head,,Sorcery,,B,{2}{B},3,16316,0,,,0942e5f1-795b-47bc-ae41-36f7091c4c42,1,
Aim High,,Instant,,G,{1}{G},2,12106,0,,446157,f7eda02d-ef3e-43e9-a557-8760221ee49a,1,
Ainok Artillerist,,Creature,"Dog,Archer",G,{2}{G},3,18940,0,,394487,3a4c8964-06e4-4a24-9a7e-9cac0fb8518e,1,
Ainok Bond-Kin,,Creature,"Dog,Soldier",W,{1}{W},2,4294,0,,571338,1778cf9a-2703-41e9-86d7-ec21af8cf61d,1,
Ainok Guide,,Creature,"Dog,Scout",G,{1}{G},2,12316,0,,391786,c361ea9c-a989-4ded-8b2c-f565aa9d8a1d,1,
Ainok Survivalist,,Creature,"Dog,Shaman",G,{1}{G},2,4124,0,,442146,a993399a-da99-4226-815c-55222684dfd8,1,
Ainok Tracker,,Creature,"Dog,Scout",R,{5}{R},6,21959,0,,386472,0ff9400d-4842-471f-bf7e-3b21df352e0a,1,
Air Elemental,,Creature,Elemental,U,{3}{U}{U},5,16433,0,,129459,be2326dd-78c9-46bb-a459-306602939a41,1,
Air Servant,,Creature,Elemental,U,{4}{U},5,18615,0,,382210,4c46fa99-d9a9-4d4a-a8c7-ad3adba1354b,1,
Air-Cult Elemental,,Creature,Elemental,U,{4}{U}{U},6,15703,0,,527332,fba82564-a9a9-4ded-a5fa-0e5fab2a3faa,1,
Airdrop Aeronauts,,Creature,"Dwarf,Scout",W,{3}{W}{W},5,19008,0,,423672,49827a57-cf10-4a44-a1fd-ac611da39dc9,1,
Ajani Goldmane,Legendary,Planeswalker,Ajani,W,{2}{W}{W},4,6800,0,,140233,2a1470a6-d09d-4a2a-84a6-d56e32ed237a,1,
Ajani Steadfast,Legendary,Planeswalker,Ajani,W,{3}{W},4,3916,0,,383180,f9302ba8-7ff2-4eaa-a32d-eedd94f0bb79,1,
Ajani Unyielding,Legendary,Planeswalker,Ajani,"G,W",{4}{G}{W},6,3794,0,,423794,23b82ee9-2ac6-4b81-8c64-dd4f47c2d8cb,1,"removal,cardraw"
Ajani Vengeant,Legendary,Planeswalker,Ajani,"R,W",{2}{R}{W},4,8293,0,,174852,8fc108a3-15e5-44ab-a6e2-182b309f9c0c,1,removal
"Ajani, Adversary of Tyrants",Legendary,Planeswalker,Ajani,W,{2}{W}{W},4,5917,0,,447139,4c565076-5db2-47ea-8ee0-4a4fd7bb353d,1,
"Ajani, Caller of the Pride",Legendary,Planeswalker,Ajani,W,{1}{W}{W},3,5417,0,,249695,5e7f410a-7934-48ae-a90b-ffd096aed43d,1,
"Ajani, Inspiring Leader",Legendary,Planeswalker,Ajani,W,{4}{W}{W},6,11363,0,,469835,dba41e5f-66b8-4459-8a07-bbe893216f1e,1,removal
"Ajani, Mentor of Heroes",Legendary,Planeswalker,Ajani,"G,W",{3}{G}{W},5,4934,0,,380367,4a30bcfa-6f95-450f-aea7-885983d7c6a5,1,cardraw
"Ajani, Strength of the Pride",Legendary,Planeswalker,Ajani,W,{2}{W}{W},4,2870,0,,466756,79883468-a37c-4894-8d05-6a4d150b7d59,1,
"Ajani, the Greathearted",Legendary,Planeswalker,Ajani,"G,W",{2}{G}{W},4,1755,0,,,34f5a3d0-325f-4c72-865c-5652620f0314,1,
"Ajani, Valiant Protector",Legendary,Planeswalker,Ajani,"G,W",{4}{G}{W},6,11347,0,,425692,791fdd9a-0ab6-4db9-84f9-859d2d862518,1,
"Ajani, Wise Counselor",Legendary,Planeswalker,Ajani,W,{3}{W}{W},5,11299,0,,450228,b4a22ecc-3a5c-44a1-bb52-bbeffa2dbf17,1,
Ajani's Aid,,Enchantment,,"G,W",{2}{G}{W},4,17561,0,,425695,7026c374-0776-403b-86fd-5092677fd5c9,1,
Ajani's Chosen,,Creature,"Cat,Soldier",W,{2}{W}{W},4,2021,0,,405121,3abce159-ec4f-432d-a9fa-00a3d1ae8020,1,
Ajani's Comrade,,Creature,"Elf,Soldier",G,{1}{G},2,19102,0,,425694,5bebef1c-2f03-4e0a-b3ba-861546ebf8a6,1,
Ajani's Influence,,Sorcery,,W,{2}{W}{W},4,13270,0,,450229,d38ad178-35a5-44ad-b80a-d746f3e6a45c,1,cardraw
Ajani's Last Stand,,Enchantment,,W,{2}{W}{W},4,16181,0,,447140,1aebbb57-31b3-4289-815e-4f529e29f3ea,1,
Ajani's Mantra,,Enchantment,,W,{1}{W},2,8610,0,,249398,de4da30d-5c72-4323-b305-7277038b4a05,1,
Ajani's Presence,,Instant,,W,{W},1,5286,0,,380368,e77e2fd5-5c46-4f6b-ac43-ec23fab57a1a,1,
Ajani's Pridemate,,Creature,"Cat,Soldier",W,{1}{W},2,2113,0,,376241,24d4dbde-ff1f-4ffd-9fea-639b7a5bb50b,1,
Ajani's Sunstriker,,Creature,"Cat,Cleric",W,{W}{W},2,10702,0,,382211,373d6799-e031-4043-8437-ed4880be0de9,1,
Ajani's Welcome,,Enchantment,,W,{W},1,2780,0,,447142,c9045fcb-b633-4c35-8058-6234311551ae,1,
"Akim, the Soaring Wind",Legendary,Creature,"Bird,Dinosaur","R,U,W",{2}{U}{R}{W},5,9727,0,1,484713,23736c5f-bd1c-4505-8639-5fb92cd74b21,1,
"Akiri, Fearless Voyager",Legendary,Creature,"Kor,Warrior","R,W",{1}{R}{W},3,1900,0,1,,85d9246c-6eae-409d-96b2-80e3f291fd6a,1,cardraw
"Akiri, Line-Slinger",Legendary,Creature,"Kor,Soldier,Ally","R,W",{R}{W},2,4212,0,1,420643,3b951e0c-a4dd-4a20-87c6-eaa947e33aa4,1,
Akki Avalanchers,,Creature,"Goblin,Warrior",R,{R},1,20412,0,,75277,bfef6acb-a11c-4a3f-9cfb-9394dece2675,1,
Akki Blizzard-Herder,,Creature,"Goblin,Shaman",R,{1}{R},2,12090,0,,74428,7ce1ee90-67d1-4e83-ae1e-3bd71069aae4,1,
Akki Coalflinger,,Creature,"Goblin,Shaman",R,{1}{R}{R},3,13899,0,,50338,3793580a-052b-4e33-83ab-290086511a21,1,
Akki Drillmaster,,Creature,"Goblin,Shaman",R,{2}{R},3,17313,0,,74393,7fb63254-5786-43fb-8ccd-132095a55e64,1,
"Akki Lavarunner // Tok-Tok, Volcano Born",,Creature,"Goblin,Warrior",R,{3}{R},4,,0,,78694,6ee6cd34-c117-4d7e-97d1-8f8464bfaac8,1,
Akki Raider,,Creature,"Goblin,Warrior",R,{1}{R},2,21386,0,,74596,c8fb34ae-157c-4f4b-bb47-2a9dc394a20c,1,
Akki Rockspeaker,,Creature,"Goblin,Shaman",R,{1}{R},2,15179,0,,77919,9c8b6685-2c74-4026-aef0-73ca7bc43306,1,
Akki Underling,,Creature,"Goblin,Warrior",R,{1}{R},2,22017,0,,79164,106382db-56aa-4061-9d1e-17821937f1de,1,
Akki Underminer,,Creature,"Goblin,Rogue,Shaman",R,{3}{R},4,14872,0,,75399,efdd1e22-d68d-4858-b253-80071d26d50e,1,
Akoum Battlesinger,,Creature,"Human,Berserker,Ally",R,{1}{R},2,12901,0,,198360,031950b6-110f-4e20-b31b-afe5ffdd6086,1,
Akoum Boulderfoot,,Creature,"Giant,Warrior",R,{4}{R}{R},6,21222,0,,193506,88e8f7b6-1214-447b-8665-ff3c85845564,1,
Akoum Firebird,,Creature,Phoenix,R,{2}{R}{R},4,10804,0,,401804,304a2e4c-da2c-43fb-b44d-9db55ff94f04,1,
Akoum Flameseeker,,Creature,"Human,Shaman,Ally",R,{2}{R},3,18347,0,,407611,6ef4e1e2-7961-47d2-bb55-9168ea201214,1,cardraw
Akoum Hellhound,,Creature,"Elemental,Dog",R,{R},1,9478,0,,,2755a83a-8d3e-415c-b2d8-3e1a707ec621,1,
Akoum Hellkite,,Creature,Dragon,R,{4}{R}{R},6,7130,0,,401805,ce837a65-a588-4b50-b298-f4ca37dbd06d,1,
Akoum Stonewaker,,Creature,"Human,Shaman",R,{1}{R},2,16352,0,,401806,c92ab7b5-6a29-463e-b294-3cb0efaccddb,1,
Akrasan Squire,,Creature,"Human,Soldier",W,{W},1,9670,0,,174963,59fdc045-b938-4321-aec3-51685cbbaa52,1,
Akroan Conscriptor,,Creature,"Human,Shaman",R,{4}{R},5,10512,0,,378459,decb529f-44fd-409d-932f-be9c403f12f6,1,
Akroan Crusader,,Creature,"Human,Soldier",R,{R},1,6172,0,,373578,a47c50d9-11ec-486b-a5ce-5a6b70858f30,1,
Akroan Hoplite,,Creature,"Human,Soldier","R,W",{R}{W},2,9320,0,,416954,04aa9d4f-37cc-4fc8-877a-6190f96eb509,1,
Akroan Horse,,"Artifact,Creature",Horse,,{4},4,3308,0,,420858,31a8954f-467d-4eb9-8a48-d25bae9529b8,1,
Akroan Jailer,,Creature,"Human,Soldier",W,{W},1,17876,0,,398656,8d96bc2b-2e31-4654-b192-c3f023d9fde6,1,
Akroan Line Breaker,,Creature,"Human,Warrior",R,{2}{R},3,19411,0,,380369,a5114db5-b545-43dc-85a3-c0e68ab22a95,1,
Akroan Mastiff,,Creature,Dog,W,{3}{W},4,16231,0,,380370,7e21938b-46b1-4b2f-8269-0cd0e998cddc,1,
Akroan Phalanx,,Creature,"Human,Soldier","R,W",{3}{W},4,19131,0,,378374,fe23019a-e432-4a27-8acb-b17728a1e8b0,1,
Akroan Sergeant,,Creature,"Human,Soldier",R,{2}{R},3,20794,0,,,380d9202-1e01-488a-ae6d-d11fce1c8db6,1,
Akroan Skyguard,,Creature,"Human,Soldier",W,{1}{W},2,12581,0,,378375,d55e85c3-234e-49c4-a307-96fb4497eea8,1,
"Akroma, Angel of Fury",Legendary,Creature,Angel,R,{5}{R}{R}{R},8,4958,0,1,442108,311d471a-801e-4d79-8f5e-bc621868fa05,1,
"Akroma, Angel of Wrath",Legendary,Creature,Angel,W,{5}{W}{W}{W},8,2193,0,1,441991,ce9049ad-2bcd-4b5e-b09c-06424cf76cdc,1,
Akroma's Blessing,,Instant,,W,{2}{W},3,8272,0,,41162,c3710c68-3f71-4d76-8bd2-001f0e8036f5,1,
Akroma's Memorial,Legendary,Artifact,,,{7},7,1232,0,,136150,d2cb3bdf-dff5-4285-ad67-ae7ca84c9fbc,1,
Akroma's Vengeance,,Sorcery,,W,{4}{W}{W},6,2232,0,,441992,83ea781d-0aa1-4ccc-a48b-d4af7e5dfdd5,1,wrath
Akron Legionnaire,,Creature,"Giant,Soldier",W,{6}{W}{W},8,22005,0,,4099,7b658243-267b-473f-acce-b4e211945c67,1,
"Akuta, Born of Ash",Legendary,Creature,Spirit,B,{2}{B}{B},4,15839,0,1,74148,08730b49-e51e-4868-9cc8-4ddc4a1dce4c,1,
Al-abara's Carpet,,Artifact,,,{5},5,20172,0,,1398,5d5aae6e-fe20-4363-9589-5a54bcbbb77e,1,
Alabaster Kirin,,Creature,Kirin,W,{3}{W},4,19923,0,,386473,ad1ce529-06ed-4e85-9988-8c8b58401ed5,1,
Alabaster Mage,,Creature,"Human,Wizard",W,{1}{W},2,14809,0,,489675,0ef65e86-3759-465d-862b-29516eed46e6,1,
Alabaster Potion,,Instant,,W,{X}{W}{W},2,17202,0,,2316,51c931a4-297a-4f7f-8f71-6bdcbe4e94b7,1,
Alaborn Musketeer,,Creature,"Human,Soldier",W,{1}{W},2,21586,0,,221493,1a40c1ed-acdf-464a-8625-5cd35e7533d5,1,
Alaborn Trooper,,Creature,"Human,Soldier",W,{2}{W},3,22464,0,,221987,a3bc4e43-1935-402b-a309-c575c83e849f,1,
Aladdin,,Creature,"Human,Rogue",R,{2}{R}{R},4,14315,0,,955,db52bad2-a3ec-4f6f-9418-12e8c40703f6,1,
Aladdin's Ring,,Artifact,,,{8},8,18528,0,,1093,40cb7c36-135b-40d0-bc7b-62fbcd508f49,1,removal
Alchemist's Apprentice,,Creature,"Human,Wizard",U,{1}{U},2,12875,0,,240031,31abba67-1241-4fb3-88b5-4c4668ec5f25,1,cardraw
Alchemist's Gambit,,Sorcery,,"R,U",{1}{R}{R},3,6322,0,,,33e16ba1-7c04-4b3d-9abf-e4ecaa2f5378,1,
Alchemist's Gift,,Instant,,B,{B},1,9190,0,,485410,6e4c9574-1ee3-461e-848f-8f02c6a8b7ee,1,
Alchemist's Greeting,,Sorcery,,R,{4}{R},5,6293,0,,470679,7b68c607-27f2-4a00-9876-186b5a426764,1,removal
Alchemist's Retrieval,,Instant,,U,{U},1,3746,0,,,356f2971-a08a-4720-8551-cc5de3d9c65f,1,
Alchemist's Vial,,Artifact,,,{2},2,7177,0,,,d6df465c-11f5-4b42-9ff1-e89b92aa1f31,1,cardraw
Alchor's Tomb,,Artifact,,,{4},4,22075,0,,1399,f4395b19-2118-4a09-8932-f9ce9bc54d6d,1,
"Alela, Artful Provocateur",Legendary,Creature,"Faerie,Warlock","B,U,W",{1}{W}{U}{B},4,2984,0,1,476042,726e7dc5-2089-4758-93e1-79212aedf75f,1,
Alert Heedbonder,,Creature,"Human,Scout","G,W",{1}{G/W}{G/W},3,14923,0,,479738,15a2ccae-c322-4e99-a094-a68fc5d52ea3,1,
"Alesha, Who Smiles at Death",Legendary,Creature,"Human,Warrior","B,R,W",{2}{R},3,2215,0,1,571434,e5067fda-fbee-4e44-aba7-8ab2c0e396f7,1,
Alesha's Vanguard,,Creature,"Orc,Warrior",B,{3}{B},4,19033,0,,391788,69bb135f-1c58-42ed-bbf2-4a2e842f99d7,1,
Algae Gharial,,Creature,Crocodile,G,{3}{G},4,14530,0,,174986,946e08b5-1c99-467c-abba-07ddede07a6c,1,
"Alhammarret, High Arbiter",Legendary,Creature,Sphinx,U,{5}{U}{U},7,11134,0,1,398436,4200b101-19d3-4442-bddd-3eb77d5f99a9,1,
Alhammarret's Archive,Legendary,Artifact,,,{5},5,540,0,,519268,4f4187f1-05bd-4db6-a2e7-d677eff588ee,1,
Ali from Cairo,,Creature,Human,R,{2}{R}{R},4,18322,0,,957,42027613-d261-4ce2-8ba1-7a2480c660f8,1,
"Alibou, Ancient Witness",Legendary,"Artifact,Creature",Golem,"R,W",{3}{R}{W},5,2795,0,1,518313,fd2fc2d4-c4fb-4dcb-93fa-aaf8c1182f15,1,removal
Aligned Hedron Network,,Artifact,,,{4},4,10335,0,,401807,c0ef436b-e82e-4e1f-9da0-5e35f0c37bde,1,wrath
"Alirios, Enraptured",Legendary,Creature,Human,U,{2}{U},3,11895,0,1,476293,26f9ebbe-3791-4d19-88d2-d5de95faff48,1,
Alive // Well,,Sorcery,,"G,W",{3}{G},5,14442,0,,369041,db84415e-048a-4cfc-9121-5ae17a412198,1,
All Hallow's Eve,,Sorcery,,B,{2}{B}{B},4,15505,0,,1428,18787a2d-6688-47e9-94bc-ccf229df823f,1,
All Is Dust,,"Tribal,Sorcery",Eldrazi,,{7},7,1124,0,,,1e30c6a4-62c4-444a-8c4c-a73d8f59b276,1,wrath
All Suns' Dawn,,Sorcery,,G,{4}{G},5,8329,0,,51221,cefabea5-b6f0-46f4-a1a5-037c2482b979,1,
All That Glitters,,Enchantment,Aura,W,{1}{W},2,650,0,,472964,d9713032-2956-4564-b5f5-2dd16245a4e6,1,
Alley Evasion,,Instant,,W,{W},1,13557,0,,423673,bc10173d-25ff-4734-b8f2-84f94fe52b17,1,
Alley Strangler,,Creature,"Aetherborn,Rogue",B,{2}{B},3,17941,0,,423719,a131d558-5f6b-448b-a378-1882e2d02bd2,1,
Alliance of Arms,,Sorcery,,W,{W},1,8468,0,,228218,eeb1f8ff-c32f-4d75-8c04-f97d05ba47d6,1,
Allied Assault,,Instant,,W,{2}{W},3,15783,0,,491622,340df0d4-9848-4372-9f45-a73a8e94058a,1,
Allied Reinforcements,,Sorcery,,W,{3}{W},4,14192,0,,407525,fd7d7c93-5622-45ca-9359-110685d9162c,1,
Allosaurus Rider,,Creature,"Elf,Warrior",G,{5}{G}{G},7,11329,0,,121157,e0f3ba39-5b4d-4a7c-9215-7e349aecbeb3,1,
Alloy Myr,,"Artifact,Creature",Myr,,{3},3,4495,0,,489440,e8d2180b-f54c-47a9-9458-28e7a19e35ee,1,manarock
Allure of the Unknown,,Sorcery,,"B,R",{3}{B}{R},5,9567,0,,,03159e03-cfd8-4b8f-bf28-7b56c2d62e7c,1,cardraw
Alluring Scent,,Sorcery,,G,{1}{G}{G},3,15614,0,,221494,543373fe-8623-4a2c-aa8f-57c80b2481ff,1,
Alluring Siren,,Creature,Siren,U,{1}{U},2,17562,0,,189894,df4e1cc3-4e47-4eff-9047-c6d1cc84d635,1,
Alluring Suitor // Deadly Dancer,,Creature,Vampire,R,{2}{R},3,14316,0,,,6adf21b9-b6d5-4c27-b3f2-60ec0ff17416,1,
Almighty Brushwagg,,Creature,Brushwagg,G,{G},1,12031,0,,479663,71f2b7ac-8742-468d-b6a3-87881cb522ff,1,
Alms Beast,,Creature,Beast,"B,W",{2}{W}{B},4,20261,0,,366402,ce441759-cd4c-4bcc-925e-08e8b60853c0,1,
Alms Collector,,Creature,"Cat,Cleric",W,{3}{W},4,2542,0,,433242,9fe88f96-fd3a-44e5-aa05-3bc63581e33d,1,cardraw
Alms of the Vein,,Sorcery,,B,{2}{B},3,7625,0,,409845,79b80948-a3cd-4962-8fce-d58f2db7e68e,1,
Alpha Authority,,Enchantment,Aura,G,{1}{G},2,2359,0,,366325,fbc42ca6-db90-41d0-8a4b-3217fb2c114c,1,
Alpha Brawl,,Sorcery,,R,{6}{R}{R},8,11253,0,,262657,e2ec168a-3e4f-4527-901a-bc28cc28d125,1,
Alpha Kavu,,Creature,Kavu,G,{2}{G},3,21483,0,,,a39be2bf-8458-4d09-b6ee-d24cee80912d,1,
Alpha Tyrranax,,Creature,"Dinosaur,Beast",G,{4}{G}{G},6,18183,0,,202651,4a2e5279-f28c-4a78-9f8a-16c9f72f8d38,1,
Alpine Grizzly,,Creature,Bear,G,{2}{G},3,5888,0,,386474,38bbf983-df71-4403-86f3-2e86aa8765b8,1,
Alpine Houndmaster,,Creature,"Human,Warrior","R,W",{R}{W},2,11437,0,,485538,43224e74-2c51-40bd-bc34-f66e990a3e33,1,cardraw
Alpine Moon,,Enchantment,,R,{R},1,17063,0,,447264,2435c810-2baf-4e3b-80ce-542b94694901,1,ramp
Alpine Watchdog,,Creature,Dog,W,{1}{W},2,8863,0,,485325,c392a7e5-6ff5-4c2f-9590-f8811a724f44,1,
"Alrund, God of the Cosmos // Hakka, Whispering Raven",Legendary,Creature,God,U,{3}{U}{U},5,6115,0,1,503646,5d131784-c1a3-463e-a37b-b720af67ab62,1,cardraw
Alseid of Life's Bounty,,"Enchantment,Creature",Nymph,W,{W},1,1471,0,,476252,36c8c075-9597-412e-9fc4-9d73b4405d12,1,
Altac Bloodseeker,,Creature,"Human,Berserker",R,{1}{R},2,20755,0,,383182,f5dacedc-f532-43b3-a783-e1dc7ccea53b,1,
Altar Golem,,"Artifact,Creature",Golem,,{7},7,14654,0,,157974,fed81c72-743d-4d2a-97a6-22f5651e15d5,1,
Altar of the Brood,,Artifact,,,{1},1,1020,0,,386475,8d59d264-87ee-4305-bffb-110549331a82,1,
Altar of the Lost,,Artifact,,,{3},3,17563,0,,262846,774e5322-1b41-488d-94b1-7742fbd983d4,1,
Altar of the Pantheon,,Artifact,,,{3},3,3372,0,,476482,e1f2a587-443d-4626-a6f6-9a26838a42b1,1,manarock
Altar's Reap,,Instant,,B,{1}{B},2,2233,0,,401809,d4ca3f24-eb14-46fe-9a7a-3752f706d067,1,cardraw
Altered Ego,,Creature,Shapeshifter,"G,U",{X}{2}{G}{U},4,3063,0,,,d25b966a-b1cb-470c-8722-d26825ab6025,1,
Luminarch Aspirant,,Creature,"Human,Cleric",W,{1}{W},2,,0,,,6c36abc6-4ba6-4fa8-a8c0-cf5a4d2f98d8,1,
Aluren,,Enchantment,,G,{2}{G}{G},4,5268,0,,4747,268403bc-733d-446e-a7c1-abc957c42bc2,1,
Always Watching,,Enchantment,,W,{1}{W}{W},3,3610,0,,456527,cf65bfa0-9c05-4e9e-b4c7-d705e1a822c1,1,
Amaranthine Wall,,"Artifact,Creature",Wall,,{4},4,7295,0,,443098,73b49065-0a46-4813-a721-71d718e73d18,1,
Amass the Components,,Sorcery,,U,{3}{U},4,11447,0,,270988,f5b48d60-fc99-4d21-9293-4f7ce1c02928,1,cardraw
Ambassador Laquatus,Legendary,Creature,"Merfolk,Wizard",U,{1}{U}{U},3,11702,0,1,129913,b261067f-b5de-41cc-ba9e-6ef4c061e170,1,
Ambassador Oak,,Creature,"Treefolk,Warrior",G,{3}{G},4,16434,0,,442147,1c7c05b3-ea23-477c-8a55-370cb6ae0941,1,
Ambition's Cost,,Sorcery,,B,{3}{B},4,1324,0,,45313,705692ad-763b-42aa-8524-21dc32df3f10,1,cardraw
Ambitious Aetherborn,,Creature,"Aetherborn,Artificer",B,{4}{B},5,19521,0,,417645,80cb628e-fa83-4d7e-92cb-8779ea02193f,1,
Ambitious Farmhand // Seasoned Cathar,,Creature,"Human,Peasant",W,{1}{W},2,7435,0,,,c778f191-0a9b-4d1c-97e5-b5fba9af174d,1,
Ambuscade,,Instant,,G,{2}{G},3,11313,0,,571466,4df71162-7e8f-47c5-aff4-59d82d8c674d,1,removal
Ambuscade Shaman,,Creature,"Orc,Shaman",B,{2}{B},3,15516,0,,394489,5b9a91f8-5f9f-46a2-bd80-1ca014591de9,1,
Ambush Krotiq,,Creature,Insect,G,{5}{G},6,17738,0,,391789,fd3068c6-d403-46d5-b3d7-1c3b00b9a9b1,1,
Ambush Party,,Creature,"Human,Rogue",R,{4}{R},5,22802,0,,4029,4e464c69-84c0-4c09-ae86-b728a15ec77f,1,
Ambush Viper,,Creature,Snake,G,{1}{G},2,3641,0,,497733,0e386888-57f5-4eb6-88e8-5679bb8eb290,1,
"Aminatou, the Fateshifter",Legendary,Planeswalker,Aminatou,"B,U,W",{W}{U}{B},3,2975,0,1,571502,bc010302-e715-4946-89eb-a214e0b836ba,1,cardraw
Aminatou's Augury,,Sorcery,,U,{6}{U}{U},8,2374,0,,450607,ee3bc0e6-5e47-4a04-af15-faea70f3983a,1,"cardraw,pseudo_ramp"
Ammit Eternal,,Creature,"Zombie,Crocodile,Demon",B,{2}{B},3,7511,0,,,41dfef51-fdfb-495a-a16f-245c92e8f28b,1,
Amnesia,,Sorcery,,U,{3}{U}{U}{U},6,17739,0,,1746,e07df65c-ebcc-4873-b928-d99040d1f2f6,1,
Amoeboid Changeling,,Creature,Shapeshifter,U,{1}{U},2,2985,0,,207921,75d4e080-f6a7-4be0-9191-306f55784bbe,1,
Amphin Cutthroat,,Creature,"Salamander,Rogue",U,{3}{U},4,20756,0,,220218,fd169064-9c7b-40bd-8be0-a89fcb28ae2f,1,
Amphin Pathmage,,Creature,"Salamander,Wizard",U,{3}{U},4,14509,0,,383183,eafd2e27-01d0-4894-886e-2b8776904ab9,1,
Amplifire,,Creature,Elemental,R,{2}{R}{R},4,15204,0,,,8a529382-75d5-4129-880c-16d8425326be,1,
Ampryn Tactician,,Creature,"Human,Soldier",W,{2}{W}{W},4,20262,0,,398603,82a2e1d9-6763-4024-a18b-982d96395553,1,
Amrou Kithkin,,Creature,Kithkin,W,{W}{W},2,17853,0,,2317,27de9b02-1810-41ee-aa90-5d89b6e1bf87,1,
Amrou Scout,,Creature,"Kithkin,Rebel,Scout",W,{1}{W},2,13935,0,,370571,54ada83d-c499-45c2-bf8b-788a439fd1c3,1,
Amrou Seekers,,Creature,"Kithkin,Rebel",W,{2}{W},3,14862,0,,370576,2e0191a7-9928-4b6e-ae4f-0db2d41ca71a,1,
Amulet of Kroog,,Artifact,,,{2},2,21484,0,,2016,3fc1716d-5817-49f4-a9db-c162e6ceacbf,1,
Amulet of Safekeeping,,Artifact,,,{2},2,12655,0,,447363,d45ac8dc-281f-4257-9658-80af65a0295b,1,
Amulet of Vigor,,Artifact,,,{1},1,1724,0,,,d62617c4-e3fc-4ac2-a969-aa33afcd76eb,1,
Ana Battlemage,,Creature,"Human,Wizard","B,G,U",{2}{G},3,20558,0,,124342,dafbeae0-17e3-4a29-bd02-9f45b549b990,1,
Ana Sanctuary,,Enchantment,,G,{2}{G},3,13900,0,,26830,9d1599bb-4f43-4ab3-985a-8be5219f2195,1,
Anaba Ancestor,,Creature,"Minotaur,Spirit",R,{1}{R},2,16532,0,,2991,c4d33cc0-525d-4e25-927b-b6b18087c27b,1,
Anaba Bodyguard,,Creature,Minotaur,R,{3}{R},4,19073,0,,134753,6fdd01bd-ab41-4005-8807-46db0cfc4da4,1,
